token,tag
find,O
every,B_quantity
finishings,B_built_obj
items,O
located,O
within,O
storey,B_loc_level
6,B_number
find every finishings items located within storey 6,sentence
give,O
every,B_quantity
doorway,B_built_obj
located,O
within,O
level,B_loc_level
9,B_number
give every doorway located within level 9,sentence
find,O
each,B_quantity
of,O
the,O
stair,B_built_obj
case,I_built_obj
placed,O
in,O
storey,B_loc_level
six,B_number
find each of the stair case placed in storey six,sentence
give,O
me,O
each,B_quantity
of,O
the,O
beams,B_built_obj
contained,O
inside,O
floor,B_loc_level
2,B_number
give me each of the beams contained inside floor 2,sentence
select,O
each,B_quantity
pile,B_built_obj
inside,O
floor,B_loc_level
ten,B_number
select each pile inside floor ten,sentence
discard,O
all,B_quantity
of,O
the,O
transformers,B_mep_obj
elements,O
positioned,O
within,O
floor,B_loc_level
four,B_number
discard all of the transformers elements positioned within floor four,sentence
mask,O
all,B_quantity
of,O
the,O
condenser,B_mep_obj
inside,O
floor,B_loc_level
6,B_number
mask all of the condenser inside floor 6,sentence
mask,O
all,B_quantity
power,B_mep_obj
generator,B_mep_obj
contained,O
in,O
story,B_loc_level
six,B_number
mask all power generator contained in story six,sentence
discard,O
each,B_quantity
of,O
the,O
generators,B_mep_obj
inside,O
floor,B_loc_level
six,B_number
discard each of the generators inside floor six,sentence
discard,O
each,B_quantity
air,B_mep_obj
to,B_mep_obj
air,B_mep_obj
heat,B_mep_obj
recovery,B_mep_obj
contained,O
inside,O
level,B_loc_level
8,B_number
discard each air to air heat recovery contained inside level 8,sentence
deselect,O
every,B_quantity
of,O
the,O
motor,B_mep_obj
connection,B_mep_obj
positioned,O
in,O
story,B_loc_level
6,B_number
deselect every of the motor connection positioned in story 6,sentence
mask,O
every,B_quantity
of,O
the,O
unitary,B_mep_obj
equipment,B_mep_obj
items,O
placed,O
inside,O
level,B_loc_level
1,B_number
mask every of the unitary equipment items placed inside level 1,sentence
blank,O
out,O
all,B_quantity
of,O
the,O
tube,B_mep_obj
bundle,B_mep_obj
placed,O
inside,O
level,B_loc_level
one,B_number
blank out all of the tube bundle placed inside level one,sentence
blank,O
out,O
all,B_quantity
electric,B_mep_obj
motors,B_mep_obj
placed,O
inside,O
storey,B_loc_level
1,B_number
blank out all electric motors placed inside storey 1,sentence
blank,O
out,O
each,B_quantity
heat,B_mep_obj
recovery,B_mep_obj
items,O
inside,O
storey,B_loc_level
six,B_number
blank out each heat recovery items inside storey six,sentence
ignore,O
each,B_quantity
solar,B_mep_obj
devices,B_mep_obj
objects,O
contained,O
within,O
level,B_loc_level
1,B_number
ignore each solar devices objects contained within level 1,sentence
except,O
for,O
each,B_quantity
heat,B_mep_obj
recovery,B_mep_obj
contained,O
in,O
level,B_loc_level
three,B_number
except for each heat recovery contained in level three,sentence
discard,O
each,B_quantity
solar,B_mep_obj
devices,B_mep_obj
positioned,O
inside,O
storey,B_loc_level
nine,B_number
discard each solar devices positioned inside storey nine,sentence
exclude,O
all,B_quantity
of,O
the,O
motor,B_mep_obj
connection,B_mep_obj
inside,O
story,B_loc_level
3,B_number
exclude all of the motor connection inside story 3,sentence
exclude,O
each,B_quantity
generator,B_mep_obj
inside,O
floor,B_loc_level
8,B_number
exclude each generator inside floor 8,sentence
except,O
for,O
each,B_quantity
of,O
the,O
air,B_mep_obj
to,B_mep_obj
air,B_mep_obj
heat,B_mep_obj
recovery,B_mep_obj
elements,O
in,O
floor,B_loc_level
nine,B_number
except for each of the air to air heat recovery elements in floor nine,sentence
hide,O
for,O
me,O
all,B_quantity
evaporative,B_mep_obj
cooler,B_mep_obj
positioned,O
within,O
storey,B_loc_level
7,B_number
hide for me all evaporative cooler positioned within storey 7,sentence
except,O
for,O
all,B_quantity
heat,B_mep_obj
recovery,B_mep_obj
instances,O
located,O
inside,O
storey,B_loc_level
one,B_number
except for all heat recovery instances located inside storey one,sentence
blank,O
out,O
each,B_quantity
cooled,B_mep_obj
beam,B_mep_obj
positioned,O
in,O
floor,B_loc_level
one,B_number
blank out each cooled beam positioned in floor one,sentence
hide,O
for,O
me,O
each,B_quantity
of,O
the,O
generator,B_mep_obj
instances,O
contained,O
inside,O
storey,B_loc_level
2,B_number
hide for me each of the generator instances contained inside storey 2,sentence
ignore,O
every,B_quantity
of,O
the,O
solar,B_mep_obj
devices,B_mep_obj
elements,O
placed,O
inside,O
storey,B_loc_level
seven,B_number
ignore every of the solar devices elements placed inside storey seven,sentence
blank,O
out,O
each,B_quantity
of,O
the,O
air,B_mep_obj
to,B_mep_obj
air,B_mep_obj
heat,B_mep_obj
recovery,B_mep_obj
items,O
located,O
in,O
storey,B_loc_level
8,B_number
blank out each of the air to air heat recovery items located in storey 8,sentence
ignore,O
each,B_quantity
chiller,B_mep_obj
objects,O
contained,O
inside,O
story,B_loc_level
two,B_number
ignore each chiller objects contained inside story two,sentence
deselect,O
all,B_quantity
heat,B_mep_obj
recovery,B_mep_obj
inside,O
story,B_loc_level
three,B_number
deselect all heat recovery inside story three,sentence
discard,O
each,B_quantity
cooling,B_mep_obj
tower,B_mep_obj
placed,O
within,O
storey,B_loc_level
nine,B_number
discard each cooling tower placed within storey nine,sentence
give,O
me,O
the,O
total,O
number,O
of,O
stack,B_mep_obj
terminal,I_mep_obj
that,O
are,O
modeled,O
at,O
storey,B_loc_level
7,B_number
give me the total number of stack terminal that are modeled at storey 7,sentence
give,O
me,O
the,O
number,O
of,O
outlets,B_mep_obj
available,O
placed,O
inside,O
storey,B_loc_level
2,B_number
give me the number of outlets available placed inside storey 2,sentence
print,O
the,O
total,O
quantity,O
of,O
controller,B_mep_obj
existing,O
located,O
inside,O
story,B_loc_level
nine,B_number
print the total quantity of controller existing located inside story nine,sentence
give,O
me,O
the,O
total,O
number,O
of,O
items,O
of,O
flow,B_mep_obj
storage,I_mep_obj
that,O
are,O
available,O
placed,O
within,O
story,B_loc_level
2,B_number
give me the total number of items of flow storage that are available placed within story 2,sentence
give,O
me,O
the,O
total,O
number,O
of,O
switching,B_mep_obj
device,I_mep_obj
modeled,O
positioned,O
in,O
floor,B_loc_level
two,B_number
give me the total number of switching device modeled positioned in floor two,sentence
give,O
me,O
the,O
total,O
number,O
of,O
elements,O
of,O
duct,B_mep_obj
fitting,I_mep_obj
that,O
are,O
modeled,O
contained,O
inside,O
story,B_loc_level
2,B_number
give me the total number of elements of duct fitting that are modeled contained inside story 2,sentence
print,O
the,O
total,O
quantity,O
of,O
time,B_mep_obj
controller,I_mep_obj
available,O
contained,O
inside,O
story,B_loc_level
5,B_number
print the total quantity of time controller available contained inside story 5,sentence
give,O
me,O
the,O
total,O
number,O
of,O
instances,O
of,O
air,B_mep_obj
terminal,I_mep_obj
box,I_mep_obj
that,O
are,O
available,O
contained,O
within,O
storey,B_loc_level
four,B_number
give me the total number of instances of air terminal box that are available contained within storey four,sentence
print,O
the,O
total,O
quantity,O
of,O
suppression,B_mep_obj
terminal,I_mep_obj
existing,O
in,O
storey,B_loc_level
six,B_number
print the total quantity of suppression terminal existing in storey six,sentence
print,O
the,O
total,O
quantity,O
of,O
outlets,B_mep_obj
existing,O
contained,O
in,O
storey,B_loc_level
ten,B_number
print the total quantity of outlets existing contained in storey ten,sentence
give,O
me,O
the,O
number,O
of,O
filter,B_mep_obj
existing,O
located,O
within,O
level,B_loc_level
two,B_number
give me the number of filter existing located within level two,sentence
find,O
me,O
the,O
quantity,O
of,O
objects,O
of,O
light,B_mep_obj
that,O
are,O
modeled,O
located,O
in,O
storey,B_loc_level
one,B_number
find me the quantity of objects of light that are modeled located in storey one,sentence
give,O
me,O
the,O
total,O
number,O
of,O
objects,O
of,O
lamp,B_mep_obj
modeled,O
positioned,O
inside,O
level,B_loc_level
6,B_number
give me the total number of objects of lamp modeled positioned inside level 6,sentence
find,O
me,O
the,O
quantity,O
of,O
air,B_mep_obj
terminal,I_mep_obj
box,I_mep_obj
modeled,O
placed,O
inside,O
storey,B_loc_level
3,B_number
find me the quantity of air terminal box modeled placed inside storey 3,sentence
what,O
is,O
the,O
number,O
of,O
electric,B_mep_obj
flow,I_mep_obj
storage,I_mep_obj
available,O
positioned,O
inside,O
level,B_loc_level
1,B_number
what is the number of electric flow storage available positioned inside level 1,sentence
print,O
the,O
total,O
quantity,O
of,O
items,O
of,O
cable,B_mep_obj
segment,I_mep_obj
existing,O
inside,O
floor,B_loc_level
8,B_number
print the total quantity of items of cable segment existing inside floor 8,sentence
give,O
me,O
the,O
total,O
number,O
of,O
tank,B_mep_obj
there,O
inside,O
floor,B_loc_level
7,B_number
give me the total number of tank there inside floor 7,sentence
print,O
the,O
total,O
quantity,O
of,O
elements,O
of,O
light,B_mep_obj
existing,O
placed,O
in,O
level,B_loc_level
2,B_number
print the total quantity of elements of light existing placed in level 2,sentence
return,O
the,O
number,O
of,O
elements,O
of,O
electric,B_mep_obj
time,I_mep_obj
controller,I_mep_obj
that,O
are,O
there,O
contained,O
inside,O
floor,B_loc_level
6,B_number
return the number of elements of electric time controller that are there contained inside floor 6,sentence
return,O
the,O
number,O
of,O
elements,O
of,O
sanitary,B_mep_obj
terminal,I_mep_obj
that,O
are,O
existing,O
placed,O
within,O
storey,B_loc_level
four,B_number
return the number of elements of sanitary terminal that are existing placed within storey four,sentence
return,O
the,O
number,O
of,O
fittings,B_mep_obj
that,O
are,O
existing,O
at,O
level,B_loc_level
4,B_number
return the number of fittings that are existing at level 4,sentence
return,O
the,O
number,O
of,O
fittings,B_mep_obj
existing,O
within,O
story,B_loc_level
four,B_number
in,O
this,O
building,O
return the number of fittings existing within story four in this building,sentence
give,O
me,O
the,O
total,O
number,O
of,O
elements,O
of,O
electric,B_mep_obj
flow,I_mep_obj
storage,I_mep_obj
modeled,O
located,O
in,O
storey,B_loc_level
five,B_number
give me the total number of elements of electric flow storage modeled located in storey five,sentence
give,O
me,O
the,O
total,O
number,O
of,O
electric,B_mep_obj
distribution,I_mep_obj
board,I_mep_obj
available,O
placed,O
in,O
storey,B_loc_level
2,B_number
in,O
total,O
give me the total number of electric distribution board available placed in storey 2 in total,sentence
give,O
me,O
the,O
total,O
number,O
of,O
light,B_mep_obj
fixture,I_mep_obj
that,O
are,O
available,O
located,O
within,O
storey,B_loc_level
two,B_number
give me the total number of light fixture that are available located within storey two,sentence
choose,O
motors,B_mep_obj
examples,O
of,O
positioned,O
within,O
level,B_loc_level
thirtieth,B_ordinal
choose motors examples of positioned within level thirtieth,sentence
find,O
each,B_quantity
electric,B_mep_obj
motor,I_mep_obj
inside,O
story,B_loc_level
19th,B_ordinal
find each electric motor inside story 19th,sentence
choose,O
all,B_quantity
motor,B_mep_obj
connection,I_mep_obj
examples,O
of,O
contained,O
inside,O
floor,B_loc_level
14th,B_ordinal
choose all motor connection examples of contained inside floor 14th,sentence
mark,O
each,B_quantity
air-to-air,B_mep_obj
heat,I_mep_obj
recovery,I_mep_obj
located,O
within,O
storey,B_loc_level
twenty,B_ordinal
ninth,I_ordinal
mark each air-to-air heat recovery located within storey twenty ninth,sentence
pick,O
chiller,B_mep_obj
elements,O
of,O
inside,O
story,B_loc_level
3rd,B_ordinal
pick chiller elements of inside story 3rd,sentence
show,O
transformers,B_mep_obj
objects,O
of,O
located,O
within,O
story,B_loc_level
twenty,B_ordinal
fifth,I_ordinal
show transformers objects of located within story twenty fifth,sentence
show,O
every,B_quantity
transformers,B_mep_obj
instances,O
of,O
contained,O
inside,O
level,B_loc_level
24th,B_ordinal
show every transformers instances of contained inside level 24th,sentence
find,O
me,O
boiler,B_mep_obj
located,O
in,O
storey,B_loc_level
fourth,B_ordinal
find me boiler located in storey fourth,sentence
show,O
me,O
solar,B_mep_obj
device,I_mep_obj
elements,O
of,O
contained,O
in,O
level,B_loc_level
seventeenth,B_ordinal
show me solar device elements of contained in level seventeenth,sentence
for,O
all,B_quantity
water,B_mep_obj
boiler,I_mep_obj
at,O
level,B_loc_level
tenth,B_ordinal
for all water boiler at level tenth,sentence
for,O
every,B_quantity
motor,B_mep_obj
connection,I_mep_obj
located,O
within,O
story,B_loc_level
twenty-fourth,B_ordinal
for every motor connection located within story twenty-fourth,sentence
give,O
all,B_quantity
evaporative,B_mep_obj
coolers,I_mep_obj
placed,O
within,O
level,B_loc_level
third,B_ordinal
give all evaporative coolers placed within level third,sentence
highlight,O
electric,B_mep_obj
motors,I_mep_obj
examples,O
of,O
positioned,O
in,O
story,B_loc_level
21st,B_ordinal
highlight electric motors examples of positioned in story 21st,sentence
highlight,O
cooling,B_mep_obj
tower,I_mep_obj
instances,O
of,O
inside,O
floor,B_loc_level
14th,B_ordinal
highlight cooling tower instances of inside floor 14th,sentence
show,O
me,O
each,B_quantity
condensers,B_mep_obj
contained,O
in,O
level,B_loc_level
twenty-seventh,B_ordinal
show me each condensers contained in level twenty-seventh,sentence
show,O
all,B_quantity
electric,B_mep_obj
generators,I_mep_obj
located,O
inside,O
story,B_loc_level
25th,B_ordinal
show all electric generators located inside story 25th,sentence
show,O
me,O
every,B_quantity
cooled,B_mep_obj
beam,I_mep_obj
examples,O
of,O
at,O
level,B_loc_level
26th,B_ordinal
show me every cooled beam examples of at level 26th,sentence
give,O
me,O
air-to-air,B_mep_obj
heat,I_mep_obj
recovery,I_mep_obj
within,O
level,B_loc_level
twenty,B_ordinal
seventh,I_ordinal
give me air-to-air heat recovery within level twenty seventh,sentence
find,O
me,O
power,B_mep_obj
generator,I_mep_obj
objects,O
of,O
within,O
story,B_loc_level
thirtieth,B_ordinal
find me power generator objects of within story thirtieth,sentence
find,O
me,O
each,B_quantity
electric,B_mep_obj
generator,I_mep_obj
objects,O
of,O
within,O
floor,B_loc_level
fifty,B_ordinal
second,I_ordinal
find me each electric generator objects of within floor fifty second,sentence
for,O
every,B_quantity
solar,B_mep_obj
devices,I_mep_obj
examples,O
of,O
placed,O
in,O
story,B_loc_level
twenty-sixth,B_ordinal
for every solar devices examples of placed in story twenty-sixth,sentence
find,O
cooled,B_mep_obj
beam,I_mep_obj
examples,O
of,O
inside,O
level,B_loc_level
second,B_ordinal
find cooled beam examples of inside level second,sentence
give,O
me,O
each,B_quantity
tube,B_mep_obj
bundles,I_mep_obj
instances,O
of,O
located,O
within,O
floor,B_loc_level
20th,B_ordinal
give me each tube bundles instances of located within floor 20th,sentence
pick,O
chillers,B_mep_obj
coil,I_mep_obj
items,O
of,O
in,O
story,B_loc_level
1st,B_ordinal
pick chillers coil items of in story 1st,sentence
find,O
humidifiers,B_mep_obj
placed,O
in,O
storey,B_loc_level
nineth,B_ordinal
find humidifiers placed in storey nineth,sentence
omit,O
damper,B_mep_obj
instances,O
of,O
contained,O
inside,O
floor,B_loc_level
24th,B_ordinal
omit damper instances of contained inside floor 24th,sentence
mask,O
all,B_quantity
interceptor,B_mep_obj
located,O
within,O
floor,B_loc_level
2nd,B_ordinal
mask all interceptor located within floor 2nd,sentence
discard,O
all,B_quantity
compressors,B_mep_obj
items,O
of,O
contained,O
inside,O
floor,B_loc_level
9th,B_ordinal
discard all compressors items of contained inside floor 9th,sentence
hide,O
for,O
me,O
space,B_mep_obj
heater,I_mep_obj
located,O
inside,O
storey,B_loc_level
seventh,B_ordinal
hide for me space heater located inside storey seventh,sentence
except,O
for,O
terminal,B_mep_obj
boxes,I_mep_obj
contained,O
in,O
floor,B_loc_level
twenty,B_ordinal
eighth,I_ordinal
except for terminal boxes contained in floor twenty eighth,sentence
blank,O
out,O
every,B_quantity
electric,B_mep_obj
distribution,I_mep_obj
board,I_mep_obj
within,O
story,B_loc_level
fourteenth,B_ordinal
blank out every electric distribution board within story fourteenth,sentence
except,O
for,O
electric,B_mep_obj
time,I_mep_obj
control,I_mep_obj
items,O
of,O
positioned,O
inside,O
storey,B_loc_level
21st,B_ordinal
except for electric time control items of positioned inside storey 21st,sentence
blank,O
out,O
each,B_quantity
cable,B_mep_obj
carrier,I_mep_obj
fitting,I_mep_obj
placed,O
inside,O
storey,B_loc_level
sixth,B_ordinal
blank out each cable carrier fitting placed inside storey sixth,sentence
blank,O
out,O
control,B_mep_obj
element,I_mep_obj
contained,O
within,O
storey,B_loc_level
eleventh,B_ordinal
blank out control element contained within storey eleventh,sentence
hide,O
for,O
me,O
flow,B_mep_obj
instrument,I_mep_obj
elements,O
of,O
contained,O
inside,O
storey,B_loc_level
twenty-fifth,B_ordinal
hide for me flow instrument elements of contained inside storey twenty-fifth,sentence
except,O
for,O
cable,B_mep_obj
carrier,I_mep_obj
fitting,I_mep_obj
located,O
within,O
story,B_loc_level
29th,B_ordinal
except for cable carrier fitting located within story 29th,sentence
hide,O
all,B_quantity
filters,B_mep_obj
instances,O
of,O
at,O
storey,B_loc_level
26th,B_ordinal
hide all filters instances of at storey 26th,sentence
hide,O
room,B_mep_obj
heater,I_mep_obj
contained,O
in,O
level,B_loc_level
27th,B_ordinal
hide room heater contained in level 27th,sentence
omit,O
every,B_quantity
filter,B_mep_obj
examples,O
of,O
placed,O
in,O
storey,B_loc_level
twenty-fourth,B_ordinal
omit every filter examples of placed in storey twenty-fourth,sentence
ignore,O
controller,B_mep_obj
instances,O
of,O
in,O
storey,B_loc_level
twenty-eighth,B_ordinal
ignore controller instances of in storey twenty-eighth,sentence
hide,O
for,O
me,O
pumps,B_mep_obj
located,O
in,O
story,B_loc_level
28th,B_ordinal
hide for me pumps located in story 28th,sentence
hide,O
for,O
me,O
damper,B_mep_obj
objects,O
of,O
within,O
floor,B_loc_level
thirty-first,B_ordinal
hide for me damper objects of within floor thirty-first,sentence
omit,O
every,B_quantity
time,B_mep_obj
controller,I_mep_obj
examples,O
of,O
at,O
level,B_loc_level
17th,B_ordinal
omit every time controller examples of at level 17th,sentence
except,O
for,O
duct,B_mep_obj
fitting,I_mep_obj
at,O
story,B_loc_level
28th,B_ordinal
except for duct fitting at story 28th,sentence
omit,O
all,B_quantity
alarm,B_mep_obj
elements,O
of,O
positioned,O
in,O
story,B_loc_level
22nd,B_ordinal
omit all alarm elements of positioned in story 22nd,sentence
mask,O
all,B_quantity
controllers,B_mep_obj
located,O
in,O
level,B_loc_level
twenty-eighth,B_ordinal
mask all controllers located in level twenty-eighth,sentence
discard,O
controllers,B_mep_obj
located,O
within,O
story,B_loc_level
22nd,B_ordinal
discard controllers located within story 22nd,sentence
omit,O
controller,B_mep_obj
placed,O
in,O
storey,B_loc_level
nineteenth,B_ordinal
omit controller placed in storey nineteenth,sentence
mask,O
each,B_quantity
boards,B_mep_obj
objects,O
of,O
located,O
within,O
story,B_loc_level
sixteenth,B_ordinal
mask each boards objects of located within story sixteenth,sentence
discard,O
pump,B_mep_obj
elements,O
of,O
positioned,O
inside,O
level,B_loc_level
tenth,B_ordinal
discard pump elements of positioned inside level tenth,sentence
how,O
many,O
roof,B_built_obj
instances,O
of,O
this,O
model,O
is,O
there,O
within,O
floor,B_loc_level
17th,B_ordinal
how many roof instances of this model is there within floor 17th,sentence
in,O
this,O
model,O
tell,O
me,O
how,O
many,O
stair,B_built_obj
of,O
the,O
building,O
are,O
available,O
located,O
in,O
level,B_loc_level
5th,B_ordinal
in this model tell me how many stair of the building are available located in level 5th,sentence
in,O
total,O
",",O
overall,O
how,O
many,O
stairs,B_built_obj
cases,I_built_obj
of,O
the,O
building,O
are,O
modeled,O
positioned,O
in,O
level,B_loc_level
12th,B_ordinal
?,O
"in total , overall how many stairs cases of the building are modeled positioned in level 12th ?",sentence
how,O
many,O
finishing,B_built_obj
of,O
the,O
model,O
are,O
there,O
located,O
within,O
storey,B_loc_level
1st,B_ordinal
?,O
how many finishing of the model are there located within storey 1st ?,sentence
overall,O
how,O
many,O
stair,B_built_obj
flight,I_built_obj
of,O
this,O
model,O
that,O
exist,O
there,O
placed,O
within,O
level,B_loc_level
10th,B_ordinal
overall how many stair flight of this model that exist there placed within level 10th,sentence
tell,O
me,O
how,O
many,O
slabs,B_built_obj
of,O
the,O
building,O
exist,O
contained,O
inside,O
storey,B_loc_level
eighty,B_ordinal
fifth,I_ordinal
?,O
tell me how many slabs of the building exist contained inside storey eighty fifth ?,sentence
tell,O
me,O
how,O
many,O
staircases,B_built_obj
items,O
that,O
exist,O
there,O
placed,O
inside,O
floor,B_loc_level
tenth,B_ordinal
tell me how many staircases items that exist there placed inside floor tenth,sentence
",",O
how,O
many,O
shading,B_built_obj
elements,I_built_obj
that,O
exist,O
there,O
positioned,O
inside,O
storey,B_loc_level
tenth,B_ordinal
", how many shading elements that exist there positioned inside storey tenth",sentence
in,O
this,O
model,O
how,O
many,O
staircase,B_built_obj
exist,O
within,O
level,B_loc_level
thirteenth,B_ordinal
in this model how many staircase exist within level thirteenth,sentence
tell,O
me,O
how,O
many,O
doorways,B_built_obj
that,O
exist,O
there,O
positioned,O
inside,O
storey,B_loc_level
twenty,B_ordinal
first,I_ordinal
?,O
tell me how many doorways that exist there positioned inside storey twenty first ?,sentence
tell,O
me,O
how,O
many,O
beams,B_built_obj
of,O
the,O
building,O
that,O
exist,O
there,O
positioned,O
within,O
level,B_loc_level
thirty-first,B_ordinal
tell me how many beams of the building that exist there positioned within level thirty-first,sentence
tell,O
me,O
how,O
many,O
slab,B_built_obj
is,O
there,O
placed,O
inside,O
storey,B_loc_level
thirteenth,B_ordinal
?,O
tell me how many slab is there placed inside storey thirteenth ?,sentence
in,O
total,O
overall,O
how,O
many,O
facade,B_built_obj
shading,I_built_obj
of,O
this,O
model,O
that,O
exist,O
there,O
positioned,O
within,O
level,B_loc_level
18th,B_ordinal
in total overall how many facade shading of this model that exist there positioned within level 18th,sentence
in,O
total,O
how,O
many,O
stair,B_built_obj
case,I_built_obj
of,O
this,O
model,O
that,O
exist,O
there,O
contained,O
in,O
level,B_loc_level
twenty,B_ordinal
seventh,I_ordinal
in total how many stair case of this model that exist there contained in level twenty seventh,sentence
in,O
this,O
model,O
",",O
how,O
many,O
covering,B_built_obj
instances,O
are,O
existing,O
positioned,O
within,O
story,B_loc_level
twelveth,B_ordinal
?,O
"in this model , how many covering instances are existing positioned within story twelveth ?",sentence
",",O
tell,O
me,O
how,O
many,O
stair,B_built_obj
flight,I_built_obj
objects,O
of,O
this,O
model,O
are,O
modeled,O
at,O
story,B_loc_level
seventh,B_ordinal
?,O
", tell me how many stair flight objects of this model are modeled at story seventh ?",sentence
tell,O
me,O
how,O
many,O
members,B_built_obj
instances,O
of,O
the,O
model,O
are,O
existing,O
positioned,O
inside,O
level,B_loc_level
9th,B_ordinal
tell me how many members instances of the model are existing positioned inside level 9th,sentence
tell,O
me,O
how,O
many,O
roof,B_built_obj
of,O
this,O
model,O
is,O
there,O
placed,O
within,O
floor,B_loc_level
sixth,B_ordinal
tell me how many roof of this model is there placed within floor sixth,sentence
",",O
overall,O
how,O
many,O
roof,B_built_obj
elements,O
are,O
available,O
placed,O
in,O
storey,B_loc_level
twenty,B_ordinal
ninth,I_ordinal
", overall how many roof elements are available placed in storey twenty ninth",sentence
in,O
this,O
model,O
tell,O
me,O
how,O
many,O
window,B_built_obj
items,O
of,O
this,O
model,O
are,O
existing,O
positioned,O
within,O
floor,B_loc_level
twenty,B_ordinal
fifth,I_ordinal
in this model tell me how many window items of this model are existing positioned within floor twenty fifth,sentence
in,O
total,O
how,O
many,O
beam,B_built_obj
of,O
the,O
model,O
are,O
there,O
positioned,O
inside,O
floor,B_loc_level
twenty,B_ordinal
ninth,I_ordinal
in total how many beam of the model are there positioned inside floor twenty ninth,sentence
tell,O
me,O
how,O
many,O
beam,B_built_obj
of,O
this,O
model,O
are,O
modeled,O
placed,O
within,O
story,B_loc_level
12th,B_ordinal
tell me how many beam of this model are modeled placed within story 12th,sentence
how,O
many,O
ramp,B_built_obj
flight,I_built_obj
objects,O
of,O
the,O
model,O
are,O
modeled,O
located,O
within,O
floor,B_loc_level
sixteenth,B_ordinal
how many ramp flight objects of the model are modeled located within floor sixteenth,sentence
how,O
many,O
doors,B_built_obj
that,O
exist,O
there,O
located,O
in,O
storey,B_loc_level
eighteenth,B_ordinal
how many doors that exist there located in storey eighteenth,sentence
overall,O
how,O
many,O
curtain,B_built_obj
walls,I_built_obj
of,O
this,O
model,O
exist,O
positioned,O
within,O
floor,B_loc_level
eleventh,B_ordinal
?,O
overall how many curtain walls of this model exist positioned within floor eleventh ?,sentence
in,O
17th,B_ordinal
level,B_loc_level
",",O
highlight,O
9,B_quantity
boiler,B_mep_obj
"in 17th level , highlight 9 boiler",sentence
in,O
2nd,B_ordinal
level,B_loc_level
",",O
select,O
heat,B_mep_obj
recovery,I_mep_obj
instances,O
"in 2nd level , select heat recovery instances",sentence
in,O
31st,B_ordinal
story,B_loc_level
",",O
give,O
3,B_quantity
boiler,B_mep_obj
objects,O
"in 31st story , give 3 boiler objects",sentence
in,O
fourth,B_ordinal
story,B_loc_level
pick,O
four,B_quantity
heat,B_mep_obj
exchanger,I_mep_obj
in fourth story pick four heat exchanger,sentence
at,O
eighty,B_ordinal
fifth,I_ordinal
level,B_loc_level
give,O
10,B_quantity
heat,B_mep_obj
exchanger,I_mep_obj
items,O
at eighty fifth level give 10 heat exchanger items,sentence
in,O
second,B_ordinal
level,B_loc_level
",",O
find,O
me,O
seven,B_quantity
unitary,B_mep_obj
equipment,I_mep_obj
"in second level , find me seven unitary equipment",sentence
in,O
nineth,B_ordinal
storey,B_loc_level
9,B_quantity
coils,B_mep_obj
elements,O
in nineth storey 9 coils elements,sentence
in,O
third,B_ordinal
floor,B_loc_level
",",O
find,O
nine,B_quantity
cooling,B_mep_obj
towers,I_mep_obj
"in third floor , find nine cooling towers",sentence
in,O
19th,B_ordinal
storey,B_loc_level
highlight,O
10,B_quantity
boiler,B_mep_obj
instances,O
in 19th storey highlight 10 boiler instances,sentence
in,O
11th,B_ordinal
story,B_loc_level
choose,O
two,B_quantity
engines,B_mep_obj
in 11th story choose two engines,sentence
within,O
thirty-first,B_ordinal
story,B_loc_level
4,B_quantity
motor,B_mep_obj
connection,I_mep_obj
within thirty-first story 4 motor connection,sentence
at,O
twenty,B_ordinal
second,I_ordinal
level,B_loc_level
",",O
mark,O
four,B_quantity
electric,B_mep_obj
motors,I_mep_obj
"at twenty second level , mark four electric motors",sentence
inside,O
fourth,B_ordinal
storey,B_loc_level
",",O
pick,O
7,B_quantity
exchanger,B_mep_obj
objects,O
"inside fourth storey , pick 7 exchanger objects",sentence
at,O
twenty,B_ordinal
first,I_ordinal
storey,B_loc_level
for,O
six,B_quantity
generators,B_mep_obj
at twenty first storey for six generators,sentence
at,O
2nd,B_ordinal
floor,B_loc_level
",",O
show,O
five,B_quantity
humidifiers,B_mep_obj
"at 2nd floor , show five humidifiers",sentence
inside,O
twelveth,B_ordinal
floor,B_loc_level
give,O
me,O
6,B_quantity
coils,B_mep_obj
items,O
inside twelveth floor give me 6 coils items,sentence
inside,O
seventeenth,B_ordinal
storey,B_loc_level
",",O
highlight,O
all,B_quantity
solar,B_mep_obj
devices,I_mep_obj
"inside seventeenth storey , highlight all solar devices",sentence
inside,O
twenty,B_ordinal
first,I_ordinal
story,B_loc_level
for,O
condenser,B_mep_obj
inside twenty first story for condenser,sentence
at,O
14th,B_ordinal
storey,B_loc_level
mark,O
seven,B_quantity
burner,B_mep_obj
at 14th storey mark seven burner,sentence
in,O
twenty-sixth,B_ordinal
story,B_loc_level
find,O
seven,B_quantity
boiler,B_mep_obj
elements,O
in twenty-sixth story find seven boiler elements,sentence
in,O
9th,B_ordinal
story,B_loc_level
3,B_quantity
generators,B_mep_obj
elements,O
in 9th story 3 generators elements,sentence
in,O
17th,B_ordinal
story,B_loc_level
find,O
one,B_quantity
motor,B_mep_obj
connection,I_mep_obj
in 17th story find one motor connection,sentence
in,O
twenty-first,B_ordinal
story,B_loc_level
find,O
me,O
ten,B_quantity
exchangers,B_mep_obj
items,O
in twenty-first story find me ten exchangers items,sentence
inside,O
3rd,B_ordinal
storey,B_loc_level
show,O
me,O
